NewCreditCustomer,Age,Gender,Country,Amount,Interest,LoanDuration,MonthlyPayment,MonthlyPaymentDay,Education,HomeOwnershipType,IncomeTotal,LiabilitiesTotal,ProbabilityOfDefault,PrincipalBalance
TRUE,48,0,NL,1040,10.59,48,27,26,-1,2,3244,109.13,0.009735057654926,1040
FALSE,32,0,FI,518,19.34,60,13,2,3,3,2600,484.88,0.029113795608282,0
TRUE,24,1,EE,425,21.9,60,13,1,4,3,1600,603.52,0.0556547108499148,425
FALSE,63,0,FI,4249,19.33,60,110,26,3,3,3300,769.92,0.0577437803149223,4249
TRUE,24,0,FI,1969,19.32,60,51,12,1,3,3150,900,0.1233143955469131,1948.97
FALSE,22,1,FI,1036,19.32,60,27,18,3,3,3000,439.69,0.0782885700464248,1035.79
FALSE,27,0,FI,310,17.36,60,8,1,3,3,2300,50.05,0.0444011539220809,310
TRUE,23,1,FI,310,15.17,60,7,10,3,10,1400,529.68,0.0304030664265155,304.67
FALSE,37,1,FI,1036,17.37,60,26,3,3,3,2700,170.37,0.0208209231495857,0
FALSE,28,0,EE,212,36.37,60,8,11,4,1,1200,488.98,0.1307178056536028,210.51
TRUE,32,1,FI,1969,19.32,60,51,13,5,3,1300,125,0.1137577816843986,1918.67
TRUE,20,1,EE,318,28,60,10,13,4,2,1000,200.27,0.0982650122537454,315.29
FALSE,22,0,EE,3189,24.18,54,104,11,3,3,850,84.67,0.0574702733759466,3153.84
TRUE,31,0,FI,4249,19.32,60,110,18,5,3,1900,0,0.047139972448349,4205.78
FALSE,35,0,EE,106,25.53,84,3,13,4,3,1200,115.37,0.0355925518934992,105.48
TRUE,25,1,FI,932,15.15,24,45,13,3,3,1700,170,0.0322725884616375,898.46
TRUE,32,0,FI,1969,19.32,60,51,18,3,2,2450,0,0.1616094708442688,1948.97
FALSE,27,1,NL,208,11.07,60,5,1,-1,1,2900,471.24,0.0061979702791726,208
FALSE,38,1,EE,7974,20.23,60,232,12,4,1,2200,567,0.0881646220274807,7892.5
FALSE,33,1,FI,103,17.35,60,3,10,3,3,1059,244,0.0620096884667873,101.68
TRUE,36,0,EE,1063,36.91,60,39,15,4,1,850,154.12,0.245719661876513,1057.92
FALSE,26,1,EE,531,24.15,36,22,7,4,2,850,240.27,0.0630694935301699,520.44
FALSE,22,0,FI,3109,19.31,36,114,15,3,2,2100,350,0.0467429086565971,3044.03
TRUE,50,0,FI,932,17.35,60,23,12,3,1,3150,469,0.1485108286142349,922.04
TRUE,48,0,NL,1456,11.07,60,33,1,-1,1,2200,0,0.0237637694399212,1456
FALSE,24,1,FI,518,15.17,12,47,3,3,3,1950,497.92,0.0583074688911438,518
TRUE,36,0,NL,5928,11.07,60,132,1,-1,1,3200,135,0.0302688948445381,5928
FALSE,23,0,EE,850,21.79,18,58,9,4,2,2300,155.55,0.0413625502871612,809.11
FALSE,40,1,FI,621,19.32,60,16,18,3,10,2257,465.2,0.0592288710176944,0
FALSE,27,1,FI,621,17.37,60,15,5,3,3,1683,267.94,0.0597299635410308,616.69
FALSE,39,0,EE,106,25.51,54,4,13,1,1,900,267.92,0.0243614925525031,100.71
TRUE,37,1,FI,1969,19.32,60,51,18,3,1,2500,1240,0.1558843702077865,1948.97
TRUE,32,0,FI,414,15.17,60,10,17,4,3,2650,32.81,0.0618835985660553,409.32
TRUE,37,1,FI,4249,19.32,60,110,18,3,3,1300,0,0.0903706327080726,4205.78
TRUE,30,0,FI,932,19.32,60,24,13,5,3,1896,0,0.2441433072090149,0
FALSE,68,0,FI,207,17.36,30,9,5,1,3,1771,445.65,0.0435903891921043,207
TRUE,45,0,NL,1872,10.6,48,49,1,-1,1,2500,0,0.0264509293811228,1872
FALSE,37,0,FI,621,15.17,18,39,3,3,2,1600,160.25,0.0254433955997228,613.11
TRUE,24,1,FI,829,19.3,30,35,17,3,3,3000,455.69,0.0931769981980323,807.13
TRUE,48,0,FI,4249,15.18,60,101,23,1,3,2200,254,0.0283264145255088,4249
TRUE,38,1,EE,2126,19.51,84,52,11,5,1,1200,511.39,0.0395043412127671,2113.2
TRUE,40,1,FI,2902,15.15,30,117,18,3,3,2100,477,0.0638011246919632,2821.67
TRUE,65,0,FI,932,19.34,60,24,4,3,3,1500,0,0.209317535161972,932
FALSE,39,1,FI,207,19.32,60,5,18,5,1,2800,471.23,0.0542999878525733,204.89
TRUE,35,0,NL,104,11.06,60,2,19,-1,2,3650,814.85,4.335187262332e-4,102.51
FALSE,29,1,FI,207,19.3,36,8,11,3,3,2300,598.81,0.0104220453649759,202.67
TRUE,60,0,FI,4249,19.34,60,110,3,3,3,2500,0,0.105084590613842,4249
TRUE,39,1,EE,7655,21.89,84,195,18,1,3,1400,247,0.0940838906271008,7612.58
TRUE,23,1,FI,3109,15.19,60,74,2,3,2,1500,120,0.0179612711071968,609
FALSE,19,0,EE,1807,34.41,118,51,10,4,3,700,168.96,0.1793820446912666,1807
FALSE,37,0,FI,4249,15.18,60,101,18,5,1,7000,3051.04,0.0377732142806053,4201.02
FALSE,28,0,FI,2073,19.32,60,54,18,4,2,2200,312.8,0.0498629100620746,2051.91
TRUE,52,1,FI,1036,19.32,60,27,17,5,1,3600,0,0.1230333819985389,1004.38
TRUE,20,1,EE,7974,29.25,60,265,15,1,2,2000,0,0.1253769804675606,7974
FALSE,34,1,FI,4249,15.18,60,101,18,3,3,2000,320,0.0580596961081028,4201.02
TRUE,24,0,NL,416,11.06,60,9,12,-1,3,2080,178.74,0.0858516035312564,410.71
TRUE,31,0,FI,829,19.32,48,25,10,5,1,5240,1527,0.1235331296920776,817.28
TRUE,34,1,EE,1913,36.9,54,74,11,4,3,1450,23,0.1743339334809613,1896.72
FALSE,48,0,FI,414,19.19,12,38,15,3,3,1900,161.17,0.0404009073972702,0
FALSE,24,0,NL,1040,11.07,60,23,26,-1,3,2900,20.9,0.1133514910721882,1040
FALSE,30,0,FI,414,19.34,60,11,3,5,3,3079,457.48,0.0286838728934526,413.12
TRUE,26,1,NL,1248,11.07,60,28,1,-1,3,2069,210.83,0.0011902992258743,1248
TRUE,45,0,NL,3536,11.07,60,79,1,-1,1,2500,49.1,0.0264509293811228,3536
FALSE,40,1,FI,103,19.21,12,9,26,5,1,4000,522.05,0.0798331722617149,103
FALSE,28,1,EE,531,21.7,12,51,8,5,3,1200,289.48,0.0322646934770294,490.66
FALSE,24,0,FI,414,19.32,60,11,9,4,3,5200,160.68,0.1594435572624206,409.79
FALSE,60,1,FI,10150,17.35,60,252,25,3,1,3500,650.79,0.0118156587705016,1912.13
TRUE,45,1,FI,932,19.34,60,24,1,1,3,2940,350,0.2327158004045486,932
FALSE,48,0,FI,518,15.19,60,12,3,1,3,2800,234.7,0.0534428395330905,516.38
FALSE,42,0,NL,624,11.07,60,14,1,-1,1,2500,145.42,0.008776827780555,624
TRUE,56,0,EE,212,21.69,12,20,8,5,1,1800,395.76,0.0125747949847137,195.89
FALSE,64,1,FI,310,19.34,60,8,6,3,1,1780,499.41,0.0476111099123954,310
FALSE,23,0,FI,4249,17.35,60,106,12,3,2,2500,0,0.0668184235692024,3708.93
TRUE,36,1,EE,2658,29.25,60,88,12,5,1,2400,0,0.1093898890520438,2636
FALSE,57,0,FI,310,19.32,60,8,18,3,1,3500,1143.8,0.0215555634349584,306.7
FALSE,54,1,FI,1036,19.32,60,27,18,5,8,3700,567.52,0.0146552994847297,1025.46
TRUE,46,0,FI,1036,19.32,60,27,25,3,3,2450,140,0.0956828743219375,1036
TRUE,26,0,NL,1456,11.07,60,33,1,-1,2,2250,64.92,0.0535600620980937,0
FALSE,48,0,FI,207,17.35,60,5,22,1,3,2800,738.42,0.0299481395632028,204.79
TRUE,30,1,FI,1036,17.35,60,26,12,3,3,3600,190,0.0512618198990821,0
FALSE,19,0,EE,850,34.38,54,32,11,1,2,1000,168.38,0.1119561471848553,842.39
FALSE,27,0,FI,518,19.32,60,13,18,5,3,4200,183.74,0.1344583183526992,512.73
TRUE,50,0,FI,4249,15.18,60,101,26,5,1,3500,560,0.0807358771562576,4249
TRUE,35,1,FI,414,19.18,12,38,12,1,3,2100,47.68,0.2313582599163055,414
TRUE,41,0,EE,531,19.51,84,13,13,4,1,1200,30.64,0.0774783205407164,527.8
FALSE,32,0,EE,4465,36.37,60,163,13,5,1,1500,582.04,0.1215721840060474,4433.6
FALSE,23,0,EE,850,25.42,18,59,11,1,2,1000,232.49,0.0666918608273346,810.01
TRUE,28,0,FI,1658,19.32,60,43,18,3,1,2900,1176.61,0.0569781884551048,1658
TRUE,22,1,EE,425,25.48,30,20,11,4,2,1600,457.75,0.053267283765617,414.38
TRUE,22,1,FI,3213,17.37,60,80,5,3,3,2500,0,0.0744636729359626,3213
FALSE,23,0,FI,207,19.29,24,10,13,4,2,3000,636.78,0.0357129797339439,199.83
TRUE,24,0,FI,207,19.16,12,19,8,3,3,1500,50,0.1919330209493637,207
TRUE,24,0,FI,310,17.35,60,8,11,3,3,2600,130,0.1608197689056396,275.49
TRUE,45,0,NL,520,11.07,60,12,1,-1,1,2500,128.04,0.0264509293811228,520
FALSE,41,0,FI,518,19.34,60,13,2,3,1,3000,1237.51,0.0466213673353195,518
TRUE,42,1,FI,4249,19.31,36,155,18,4,3,2000,0,0.0520862191915512,4160.2
TRUE,48,0,FI,4249,19.32,60,110,12,3,1,2400,1200,0.1004780828952789,4205.78
TRUE,49,1,NL,832,11.07,60,19,1,-1,1,2086,0,0.0124499631274164,832
FALSE,39,1,FI,829,17.35,60,21,13,3,8,5200,518.35,0.043070375919342,820.14
FALSE,37,0,NL,1040,10.59,48,27,26,-1,3,2700,155.97,5.833372751863e-4,1040
TRUE,26,0,FI,414,19.32,60,11,26,1,3,2400,206.68,0.0671895593404769,186.68
TRUE,60,0,FI,103,19.24,12,9,23,5,3,2090,40.42,0.0909050852060318,103
TRUE,22,0,EE,744,36.36,60,27,8,4,2,1500,0,0.1587926972894968,76.38
TRUE,49,1,FI,10150,19.32,60,262,17,3,1,4000,619.82,0.0221046190708875,1951.25
TRUE,38,1,FI,4146,19.34,36,152,2,3,3,2400,0,0.0474556311964988,4146
TRUE,33,1,FI,725,19.34,60,19,2,4,1,2030,421,0.1139009743928909,725
TRUE,34,0,FI,932,19.34,60,24,13,5,3,2000,471.34,0.1637280434370041,932
FALSE,38,1,NL,728,10.59,48,19,26,-1,1,4128,309.14,0.008776827780555,728
TRUE,31,1,NL,1456,11.07,60,33,4,-1,1,2100,0,0.0639462709337249,1456
FALSE,53,1,EE,2126,24.2,30,100,3,4,1,1049,461,0.0732158175663973,2126
FALSE,31,1,FI,1451,15.18,60,35,18,5,1,2550,1835.75,0.0340146049857139,0
FALSE,52,0,NL,1248,11.07,60,28,1,-1,1,3975,139.4,0.0011902992258743,1248
TRUE,41,0,EE,1701,36.91,60,63,13,4,5,1400,147.77,0.3255608243557319,1601.28
TRUE,23,0,FI,207,17.35,30,9,1,4,3,2000,521.14,0.0670372992753982,207
FALSE,35,1,EE,1063,21.85,30,49,15,4,3,1800,569.48,0.0435268233034109,1035.4
TRUE,29,2,NL,2080,11.07,60,46,23,-1,2,3200,170.37,0.0607607372070042,2080
TRUE,25,0,EE,212,29.22,36,9,8,3,3,1390,572.89,0.1108937979624567,208.05
TRUE,37,0,FI,4249,19.34,60,110,1,1,3,3200,572.94,0.0807713419198989,4249
TRUE,34,1,FI,4249,19.32,60,110,19,3,1,3765,0,0.0562006868422031,4194.64
FALSE,36,0,FI,2694,19.32,60,70,18,4,3,3010.35,1284.07,0.0702089592814445,2666.6
FALSE,41,0,FI,414,19.34,60,11,2,3,1,3000,1252.45,0.0466213673353195,414
FALSE,49,0,FI,1036,19.34,60,27,2,3,8,2300,239.14,0.0760848820209503,1031.74
FALSE,19,0,EE,318,21.88,60,9,18,1,2,2000,619.41,0.05553370011845,314.6
TRUE,61,0,FI,4249,13.05,60,97,18,3,1,4000,2703,0.057264570146799,4249
FALSE,50,0,NL,5616,11.06,60,125,10,-1,1,4200,354.35,5.833372751863e-4,5544.54
TRUE,34,0,FI,3005,17.37,60,75,5,5,3,3500,278.57,0.0880111008882522,3005
TRUE,39,1,FI,207,19.18,12,19,18,5,1,2700,1220,0.0187795050442218,191.18
TRUE,19,1,FI,518,19.32,60,13,22,3,2,2200,68.98,0.1298379451036453,518
TRUE,26,2,NL,624,11.07,60,14,1,-1,3,2511,60.37,0.0433735323472446,624
TRUE,33,0,EE,318,19.49,36,13,8,4,1,1400,556.35,0.0284946153869216,311.27
FALSE,58,0,NL,2912,11.07,60,65,1,-1,1,3256,302.64,8.316956099653543e-5,2912
FALSE,29,0,FI,1347,19.32,60,35,11,4,3,2300,335.18,0.042240884155035,1333.3
TRUE,46,1,FI,4249,19.32,60,110,18,3,1,2600,280,0.0779616981744766,4205.78
TRUE,27,1,FI,310,17.37,60,8,4,3,1,1700,69,0.1746116876602172,310
FALSE,37,1,FI,725,17.35,30,30,1,4,1,2200,274.39,0.0258094109594821,725
FALSE,36,1,FI,310,17.35,60,8,15,1,1,1700,560.77,0.0579098127782344,306.69
TRUE,29,0,NL,104,11.07,60,2,25,-1,3,2300,97.94,0.0055126657265054,104
TRUE,29,0,FI,207,17.36,60,5,1,3,3,3200,14.41,0.1967694610357284,207
FALSE,56,0,FI,103,19.33,60,3,5,3,3,1800,316.02,0.0322709120810031,103
FALSE,38,1,FI,1036,19.32,60,27,19,5,3,2800,318.55,0.0349668376147747,1025.46
TRUE,30,1,NL,1664,11.06,60,37,25,-1,2,2500,37.15,8.316956099653543e-5,1664
TRUE,41,0,FI,3005,19.32,60,78,13,3,1,2800,390.32,0.0845332592725753,2974.43
TRUE,31,1,FI,1243,19.32,60,32,17,5,10,2100,162.27,0.1203867420554161,1230.36
TRUE,38,1,FI,518,19.21,12,48,17,5,3,3500,722.22,0.0671617537736892,476.49
TRUE,33,1,FI,207,15.18,60,5,14,5,3,2500,84.95,0.0749403834342956,0
TRUE,23,0,FI,207,17.35,30,9,1,4,3,2000,530.28,0.0670372992753982,207
FALSE,34,1,FI,1036,19.33,36,38,27,5,1,3090,186.26,0.035131312906742,1036
TRUE,42,0,FI,725,17.37,60,18,3,3,3,2500,1093.05,0.1124913021922111,725
TRUE,30,1,FI,1036,15.18,60,25,18,3,1,2800,28.79,0.0789501368999481,1024.3
FALSE,43,1,FI,1036,19.27,24,52,8,3,1,3000,193.43,0.021861782297492,983.69
TRUE,49,1,EE,318,36.36,48,13,13,3,1,900,188.08,0.1625366986863442,314.62
TRUE,23,0,FI,310,17.35,24,15,6,4,3,2300,441.24,0.0548685193061828,310
FALSE,33,1,FI,3938,19.34,60,102,2,3,3,2300,402.08,0.0855784565210342,3938
TRUE,25,0,NL,624,11.07,60,14,1,-1,1,2366,93.29,0.0431189603112966,624
TRUE,21,0,FI,518,19.28,24,26,13,3,3,2850,422.17,0.0492750704288482,500.05
TRUE,28,2,NL,2288,11.07,60,51,26,-1,1,2375,0,0.033617141764947,2288
FALSE,27,0,FI,621,19.32,60,16,13,3,3,3000,358.41,0.1072231903672218,613.04
TRUE,28,0,FI,1969,19.34,60,51,12,3,3,1500,0,0.1258208602666854,1969
TRUE,41,1,FI,518,17.35,60,13,18,4,8,1700,593.35,0.0685812756419181,512.46
TRUE,33,2,NL,2912,11.07,60,65,26,-1,1,2300,0,0.074634322895794,2912
TRUE,18,0,EE,956,36.91,60,35,13,1,3,800,150,0.258367097779353,949.36
TRUE,48,0,NL,2288,11.07,60,51,1,-1,2,3256,112.51,0.0011902992258743,2288
TRUE,37,1,NL,2080,10.6,48,55,1,-1,1,4500,0,0.0288124029718078,2080
FALSE,49,1,FI,4249,17.37,60,106,1,5,1,2600,1238.99,0.0779204741120338,4249
TRUE,40,0,NL,1040,11.06,60,23,25,-1,1,2148.17,0,0.0104743260900795,1040
TRUE,40,0,NL,1040,11.07,60,23,1,-1,3,1200,141.63,0.0025833272704827,1040
TRUE,37,0,NL,1040,10.6,48,27,1,-1,2,3300,42.84,0.0136627212267988,1040
TRUE,27,1,EE,5422,19.48,30,244,9,3,3,1088,0,0.0607748988781017,4998.25
FALSE,58,1,FI,414,19.33,60,11,1,5,1,5700,330.69,0.0286133326590061,414
TRUE,22,0,FI,103,15.18,60,2,22,3,3,2700,21.8,0.1247682869434356,102.56
FALSE,54,1,FI,103,15.19,60,2,1,3,1,1900,334.58,0.0264052171260118,103
FALSE,34,1,FI,1036,19.34,60,27,27,5,1,3090,227.16,0.035131312906742,1036
FALSE,23,0,EE,531,28,60,17,13,3,3,900,293.77,0.1016473878541408,526.48
TRUE,50,0,NL,2600,11.06,60,58,12,-1,2,2540,81.84,0.0042970365417193,2566.92
TRUE,26,0,NL,936,11.07,60,21,1,-1,1,2825,0,0.1043809334938713,936
TRUE,39,0,NL,1456,11.06,60,33,19,-1,1,1850,92.76,0.0560527189193077,1437.47
FALSE,64,1,FI,103,19.19,12,9,18,5,1,2200,482.07,0.0217596944421529,0
FALSE,65,1,EE,1488,21.87,60,44,8,5,1,4000,337.65,0.0137926784639031,1473.37
TRUE,28,0,NL,2912,11.06,60,65,25,-1,2,2536,436,0.0607607372070042,2912
FALSE,30,0,NL,728,10.6,48,19,1,-1,2,2596.13,245.19,0.0011902992258743,728
TRUE,22,1,NL,2288,10.59,48,60,25,-1,1,2380.54,0,0.0854715355496856,2288
FALSE,27,1,FI,103,19.32,60,3,18,5,3,2225,130.46,0.055995900183916,101.95
FALSE,29,0,NL,1040,11.07,60,23,1,-1,2,2900,40.92,0.0011902992258743,1040
TRUE,41,1,FI,6150,15.19,60,146,2,5,3,3250,498,0.0249155424535274,6150
FALSE,26,0,FI,2073,19.31,36,76,13,3,3,3000,397.08,0.0694646313786506,2029.68
FALSE,38,0,NL,2184,11.07,60,49,1,-1,2,3244,329.16,8.316956099653543e-5,2184
FALSE,64,1,FI,103,19.19,12,9,18,5,1,2200,491.56,0.0217596944421529,0
FALSE,39,0,FI,2073,19.34,60,54,3,1,1,3000,375.85,0.0377060957252979,2073
FALSE,42,1,FI,103,19.3,30,4,17,3,1,2565,976.76,0.0733786448836326,100.28
FALSE,48,1,FI,518,19.32,60,13,18,5,1,4434,1482.15,0.0405664891004562,512.73
TRUE,19,1,FI,932,19.32,60,24,20,1,3,1800,300,0.152157261967659,922.52
TRUE,24,2,NL,2080,11.07,60,46,1,-1,3,2273,81.84,0.0201320100584449,2080
TRUE,48,0,NL,7072,11.07,60,158,20,-1,1,2250.93,0,0.0042970365417193,6982.02
FALSE,32,0,NL,104,11.08,60,2,1,-1,2,3400,472.77,0.0011902992258743,104
TRUE,33,1,FI,518,15.17,60,12,14,5,3,2500,90.49,0.0749403834342956,0
FALSE,64,1,FI,103,19.19,12,9,18,5,1,2200,501.05,0.0217596944421529,0
FALSE,34,1,FI,310,15.18,60,7,17,5,3,2200,953.82,0.0780010893940925,306.5
TRUE,24,0,FI,207,17.25,12,19,11,3,3,2600,138.64,0.1561435014009475,171.69
FALSE,23,1,FI,103,19.31,60,3,8,4,3,1600,118.71,0.043432492762804,101.95
FALSE,39,0,EE,5103,36.91,60,188,13,1,3,2000,116.39,0.2012780894051993,5067.55
TRUE,29,1,FI,4249,19.34,60,110,3,5,3,3100,122.22,0.0778218284249305,4234.93
TRUE,33,0,FI,4249,19.32,60,110,12,3,1,3700,299,0.075816236436367,1268.94
FALSE,43,1,FI,1036,17.35,60,26,18,5,8,3100,1061,0.0463782995939254,1024.93
TRUE,41,1,FI,310,15.17,60,7,18,3,1,1400,407.69,0.0314594283699989,306.5
TRUE,23,0,FI,207,17.36,36,7,1,4,3,2000,539.42,0.0670372992753982,207
FALSE,64,1,FI,103,19.19,12,9,18,5,1,2200,510.54,0.0217596944421529,0
TRUE,24,0,FI,518,15.11,18,32,18,3,3,1800,17.87,0.0358024761080741,492.16
FALSE,28,0,NL,2080,10.6,48,55,1,-1,3,2842.7,125.15,0.0223513872388445,2080
TRUE,38,0,FI,1036,15.18,60,25,12,3,10,3000,500,0.0209047123789787,1024.3
TRUE,36,0,FI,1969,19.34,60,51,5,3,3,2000,0,0.1885966658592224,1969
FALSE,64,1,FI,310,19.19,12,29,18,5,1,2200,520.03,0.0217596944421529,255.15
TRUE,52,0,FI,4249,19.34,60,110,3,3,1,1600,89.39,0.0666349381208419,4232.65
FALSE,27,1,FI,829,19.32,60,21,18,3,3,2500,166.68,0.0227319374680519,820.57
FALSE,39,0,FI,310,19.32,60,8,18,1,1,2325.89,247.81,0.0518701188266277,306.85
FALSE,64,1,FI,103,19.19,12,9,18,5,1,2200,548.57,0.0217596944421529,0
TRUE,46,0,NL,624,11.07,60,14,1,-1,2,2450,107.22,0.0237637694399212,624
FALSE,43,1,FI,518,19.21,12,48,17,3,1,7452,265.92,0.0710824355483055,478.42
FALSE,40,0,FI,518,19.27,24,26,18,3,10,4800,201.08,0.0327856205403804,500.05
TRUE,37,1,NL,728,11.07,60,16,24,-1,2,3300,201.46,0.0028460042144327,728
FALSE,51,1,FI,1036,19.32,48,31,23,3,10,1800,669.53,0.1217211410403251,1036
FALSE,52,0,NL,1352,11.07,60,30,1,-1,1,4100,383.87,0.0011902992258743,1352
FALSE,40,0,FI,207,19.32,60,5,10,3,3,3000,203.37,0.1159004047513008,204.65
FALSE,58,0,FI,1243,15.19,60,30,4,3,3,1700,30.11,0.0411447882652282,1219.72
FALSE,19,0,EE,9782,34.39,60,349,12,1,2,1300,271.97,0.1236999744276722,9710.05
FALSE,45,0,EE,531,21.77,12,51,13,3,2,850,50.45,0.0370095001641479,408.18
TRUE,34,0,NL,208,11.07,60,5,1,-1,1,2325,198.46,0.0032000401001376,208
TRUE,38,0,NL,312,11.07,60,7,17,-1,3,2500,0,0.0861329722115019,241.48
FALSE,23,0,FI,1347,15.19,60,32,3,3,2,2100,296.91,0.0317033603787422,1340.84
FALSE,47,1,EE,637,24.18,54,21,13,4,1,1500,0,0.1181706257235833,629.98
TRUE,26,0,NL,1664,11.07,60,37,24,-1,3,2700,107.51,0.0201320100584449,1664
FALSE,35,1,FI,3938,19.32,60,102,18,3,3,2300,1083.07,0.1083965077996254,3938
TRUE,22,1,FI,1969,19.34,60,51,3,5,3,2400,0,0.1918463408946991,1969
TRUE,18,1,EE,531,36.94,54,20,1,4,2,1000,130.15,0.2442626612777002,531
FALSE,35,0,FI,2073,19.33,36,76,1,3,3,550,355.36,0.0669304654002189,2073
FALSE,24,1,FI,4249,19.32,60,110,18,3,3,2330,430,0.1082637831568718,4205.78
TRUE,43,1,FI,2902,15.19,60,69,1,5,3,2570,448.8,0.1061041206121444,2902
TRUE,35,0,FI,1969,19.31,12,181,3,5,3,1700,0,0.122536763548851,1969
TRUE,25,0,FI,725,19.31,12,67,4,3,2,2400,95.37,0.195299282670021,725
TRUE,61,2,NL,1040,10.85,54,25,1,-1,2,2100,30.4,0.0042970365417193,1040
TRUE,22,1,FI,518,19.28,24,26,16,3,3,2300,883.83,0.0633030608296394,518
FALSE,28,1,NL,1040,11.07,60,23,1,-1,3,3768,132.35,4.335187262332e-4,1040
TRUE,23,0,FI,1658,19.24,18,106,12,5,3,1969,0,0.104579672217369,1577.53
FALSE,35,0,FI,4249,19.34,60,110,3,3,3,4000,0,0.1043201461434364,4249
TRUE,20,1,FI,932,19.34,60,24,3,3,1,1900,0,0.0996361970901489,932
TRUE,22,0,FI,725,17.23,12,66,19,4,3,400,0,0.0787474289536476,669.14
TRUE,24,0,FI,932,19.32,60,24,18,3,3,2600,154.79,0.1414127498865127,922.52
FALSE,56,0,NL,312,11.07,60,7,25,-1,2,2251,827.52,8.316956099653543e-5,312
TRUE,32,1,FI,1036,15.18,60,25,12,3,1,2100,445,0.0375261828303337,1024.3
TRUE,22,0,FI,1762,17.31,24,87,18,4,3,1900,207.86,0.1179139092564582,1699.84
FALSE,38,0,FI,621,15.18,60,15,16,5,1,3000,1025.53,0.0638609752058982,613.99
TRUE,41,1,FI,414,15.17,60,10,18,3,1,1400,416.02,0.0315824523568153,409.32
TRUE,44,1,FI,4042,19.33,24,203,3,3,3,2400,85.81,0.0880720540881156,4018.93
FALSE,28,0,FI,2487,19.32,60,64,23,5,3,2420,1377.17,0.0509476885199546,2487
FALSE,28,0,NL,1040,10.6,48,27,1,-1,3,2600,163.68,0.0061979702791726,1040
TRUE,25,0,NL,312,11.08,60,7,1,-1,1,2366,107.23,0.0431189603112966,312
TRUE,37,2,NL,2600,11.07,60,58,1,-1,1,2500,58,0.0136627212267988,2600
TRUE,26,1,NL,1872,11.07,60,42,1,-1,2,3200,192.87,0.0201320100584449,1872
FALSE,28,0,NL,7176,11.07,60,160,1,-1,1,3200,397.11,5.833372751863e-4,7176
TRUE,33,0,EE,318,19.49,36,13,8,4,1,1400,568.91,0.0284946153869216,311.27
FALSE,21,0,FI,103,15.06,12,9,12,3,1,1960,550,0.0335284173488616,94.99
TRUE,19,0,FI,932,17.37,60,23,3,3,3,1900,0,0.1496324986219406,0
TRUE,47,0,FI,4249,19.34,60,110,1,3,3,3000,543.22,0.0824403762817382,4249
FALSE,41,0,NL,3328,11.06,60,74,15,-1,1,3500,257.33,0.0053618639886806,3282.83
TRUE,26,0,FI,932,17.37,60,23,3,3,3,2000,105.9,0.1329528391361236,932
TRUE,37,1,FI,932,19.34,36,34,3,5,3,2000,0,0.2245171219110489,932
FALSE,39,1,FI,621,19.34,60,16,3,5,3,4000,767.81,0.072168074548244407,618.46
TRUE,38,0,EE,1913,36.36,60,70,9,3,2,1600,200,0.2227648294131465,1899.55
TRUE,38,2,NL,936,11.07,60,21,23,-1,1,1698,58.05,0.0025833272704827,936
TRUE,35,0,NL,312,10.59,48,8,26,-1,2,3500,138.65,4.335187262332e-4,0
TRUE,22,0,NL,3120,10.6,48,82,1,-1,1,2700,173,0.0413439906230446,3120
FALSE,49,0,NL,416,10.59,48,11,24,-1,1,2804,61.05,0.0285892095601697,416
TRUE,25,0,FI,414,19.26,12,38,1,5,2,2200,148.11,0.0126705253496766,414
FALSE,41,1,FI,4249,19.32,60,110,23,5,3,2100,674.22,0.1057954430580139,4249
TRUE,25,0,FI,207,17.35,60,5,15,3,3,2400,163.59,0.0674199908971786,204.79
TRUE,26,0,FI,518,15.13,12,47,1,1,3,3000,265.58,0.0937793403863906,518
TRUE,34,0,NL,1248,11.06,60,28,25,-1,3,2810,407.07,0.0375978210268338,1248
TRUE,24,0,NL,416,10.6,48,11,1,-1,3,2850,47.29,0.0431189603112966,416
FALSE,39,0,EE,5954,27.99,60,195,8,3,3,1200,191.26,0.1687515474022531,5903.27
FALSE,30,0,FI,207,15.19,30,8,2,3,3,2000,232.65,0.0675411820411682,207
TRUE,33,0,FI,207,19.25,18,13,13,3,1,2000,910.11,0.0549509078264236,196.95
TRUE,24,1,FI,207,19.15,12,19,8,3,3,1100,0,0.2047809064388275,191.18
TRUE,22,0,FI,4146,19.32,60,107,18,3,1,3700,799,0.0367186553776264,4103.82
FALSE,27,0,FI,103,19.34,60,3,3,5,3,3200,663.64,0.0859711170196533,103
TRUE,37,1,FI,1554,17.37,60,39,4,5,1,1700,200,0.087246149778366,1554
TRUE,51,1,FI,1036,13.04,60,24,17,3,2,2100,133.74,0.0289363209158182,1012.28
FALSE,50,0,FI,3938,19.32,60,102,18,5,1,3700,2524,0.1238991394639015,3897.94
TRUE,49,0,FI,932,19.34,60,24,2,5,3,3000,90,0.198867529630661,932
FALSE,51,1,FI,4249,17.37,60,106,2,3,3,1800,533.57,0.0518162325024604,4237.51
TRUE,40,1,FI,1036,19.32,60,27,18,3,1,3750,0,0.0875998884439468,1025.46
TRUE,35,1,FI,932,19.32,60,24,18,3,1,2900,890,0.1460504978895187,922.52
FALSE,23,0,FI,103,17.35,60,3,13,3,3,2500,232.58,0.1141770258545875,101.9
