rv_id,hv_id,target_id,msg_generation_time,msg_rcv_time,rv_msg_count,rv_wsm_data,rv_pos_x,rv_pos_y,rv_pos_z,rv_speed,rv_accel,rv_heading,rv_yaw_rate,rv_length,rv_width,rv_height,hv_msg_count,hv_wsm_data,hv_pos_x,hv_pos_y,hv_pos_z,hv_speed,hv_accel,hv_heading,hv_length,hv_width,hv_height,attack_type,eebl_warn,ima_warn,attack_type_num
651801936,342,1299339466,94.458,94.458458492968,0,genuine,0,0,0,0,4.6,1.55966,0.0130161,5,1.8,1.5,48,genuine,1741.46,2522.29,0,6.02982,1.35017,1.65865,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1472908599,486,1581735275,87.3595,87.428903068527,0,genuine,0,0,0,0,4.6,2.26024,0,5,1.8,1.5,105,genuine,1259.13,1109.19,0,0.450004,-0.471484,2.17992,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
536083709,270,1203435116,52.1999,52.200259084464,0,genuine,0,0,0,0,4.6,-2.8401,-0.0252889,5,1.8,1.5,9,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
372982809,486,1773847151,57.5008,57.501007513145,0,genuine,0,0,0,0,4.6,2.4191,0.19367,5,1.8,1.5,62,genuine,1606.95,1440.06,0,11.9271,1.31545,2.03216,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
163541878,36,959478909,58.265,58.265154674324,0,genuine,0,0,0,0,4.6,2.55385,-0.00832784,5,1.8,1.5,70,genuine,2281.94,3275.1,0,28.1713,0.262083,2.12314,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
407344588,126,2053565928,30.1141,30.114259950553,6,genuine,0,0,0,0,4.6,0.220523,8.85403e-13,5,1.8,1.5,44,genuine,2704.75,3701.9,0,15.3005,-0.24063,-2.27045,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1901420070,564,1264617867,98.2821,98.284174918725,0,genuine,0,0,0,0,4.6,-2.94947,0,5,1.8,1.5,58,genuine,2981.62,1293.46,0,5.77683,-1.17032,-2.74044,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1419368060,342,219762283,97.4875,97.488370391695,0,genuine,0,0,0,0,4.6,1.65865,1.5099e-13,5,1.8,1.5,78,genuine,1738.77,2495.62,0,11.3428,0.693631,1.68052,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1461614238,36,859526617,54.2965,54.296641868717,0,genuine,0,0,0,0,4.6,2.15457,0.1029,5,1.8,1.5,30,genuine,2334.85,3361.57,0,21.3673,2.0917,2.11797,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
157184573,72,695746776,69.6931,69.694794555187,0,genuine,0,0,0,0,4.6,1.80935,-0.0720645,5,1.8,1.5,56,genuine,1777.37,2706.79,0,30.1921,-3.86194,2.00377,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1539240677,270,1099244623,59.6076,59.608898401053,0,genuine,0,0,0,0,4.6,2.79342,0,5,1.8,1.5,83,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
466933781,174,1807159562,74.8072,74.807343759989,1,genuine,0,0,0,0,4.6,2.12516,-0.0459052,5,1.8,1.5,107,genuine,2141.32,3156.69,0,27.0998,-0.24611,2.53693,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1167047821,36,1595059760,55.6447,55.644860107,0,genuine,0,0,0,0,4.6,2.53222,0,5,1.8,1.5,44,genuine,2318.18,3334.32,0,24.1084,1.62579,2.11919,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1397150468,408,2045674783,47.5506,47.55077677751,14,genuine,0,0,0,0,4.6,1.21929,6.28386e-13,5,1.8,1.5,90,genuine,1575.22,3446.13,0,19.7024,2.13717,1.1407,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
736240796,294,1104564241,18.2045,18.204825596753,0,genuine,0,0,0,0,4.6,-0.234249,-0.417856,5,1.8,1.5,53,genuine,2701.42,2242.4,0,21.1506,0.194946,-0.894956,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1098441689,78,1384574259,71.1068,71.107126940061,0,genuine,0,0,0,0,4.6,2.33648,0.189381,5,1.8,1.5,70,genuine,2366.41,3413.28,0,15.2639,2.22263,2.11898,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1458410076,264,220170435,93.1339,93.134053832364,0,genuine,0,0,0,0,4.6,1.69315,2.30926e-13,5,1.8,1.5,34,genuine,1721.57,2385.56,0,14.3064,-1.56328,-1.44497,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
656094298,66,1608627641,13.7025,13.702683144589,42,genuine,0,0,0,0,4.6,-2.61802,0,5,1.8,1.5,8,genuine,3181.56,2944.07,0,26.8625,2.21783,-2.21713,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1663625360,294,1572739198,60.8271,60.827456832155,0,genuine,0,0,0,0,4.6,-3.0294,0,5,1.8,1.5,95,genuine,2908.4,2309.89,0,10.9435,2.08804,-3.12026,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
761286301,270,1632250875,58.6234,58.627898450559,0,genuine,0,0,0,0,4.6,2.74876,0,5,1.8,1.5,73,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
956085891,36,40908384,17.1829,17.183018788282,64,genuine,0,0,0,0,4.6,0.991215,1.27173,5,1.8,1.5,43,genuine,2928.01,3093.98,0,20.0982,2.50694,-2.65606,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1618519408,318,1888524346,56.2459,56.246027208555,7,genuine,0,0,0,0,4.6,0.0909445,-0.0195502,5,1.8,1.5,50,genuine,2219.76,1754.36,0,19.5055,-0.540559,0.347617,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
732418290,30,1141957984,39.3845,39.386040274876,0,genuine,0,0,0,0,4.6,-2.40655,6.12843e-13,5,1.8,1.5,9,genuine,3369.54,1004.17,0,10.0404,1.74325,0.445698,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1881869155,486,1434706769,94.7013,95.067873207211,0,genuine,0,0,0,0,4.6,2.1819,0,5,1.8,1.5,54,genuine,1258.89,1108.84,0,1.90796e-4,-1.92696e-4,2.18235,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
174,36,-1,95.0821,95.082184325253,53,genuine,1837.72,2826.19,0,8.36861,2.40509,2.73184,0.0784642,5,1.8,1.5,54,genuine,1792.83,2740.06,0,21.2333,1.94233,2.01625,5,1.8,1.5,Genuine,0,0,3
886312007,384,632821622,92.2167,92.216878835003,0,genuine,0,0,0,0,4.6,-2.59429,0.0954494,5,1.8,1.5,25,genuine,1791.53,2737.33,0,20.8325,1.88306,2.01625,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
75723998,282,841467461,67.4505,67.450616488573,0,genuine,0,0,0,0,4.6,-0.353728,0,5,1.8,1.5,33,genuine,2447.85,2004.38,0,26.062,-1.4168,-0.446222,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1043105481,384,1704922026,24.1247,24.124899965669,14,genuine,0,0,0,0,4.6,2.11898,0,5,1.8,1.5,112,genuine,2569.35,3345.89,0,27.8031,-0.799847,-2.0924,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
854436850,378,486521272,24.1581,24.158222693529,0,genuine,0,0,0,0,4.6,1.70372,-0.0175309,5,1.8,1.5,113,genuine,1846.01,2830.46,0,7.95716,-4.5,2.51479,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2065297685,510,114528692,60.1599,60.164110404199,14,genuine,0,0,0,0,4.6,0.704594,0,5,1.8,1.5,64,genuine,1165.88,1527.93,0,2.0947e-4,-2.23826e-4,0.704594,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
327977907,294,695872083,53.9408,53.940922542645,0,genuine,0,0,0,0,4.6,-3.03761,0,5,1.8,1.5,27,genuine,2927.74,2318.83,0,9.28946,-4.5,0.0247,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1804273216,432,1803133467,59.915,59.915859128628,0,genuine,0,0,0,0,4.6,2.67687,0,5,1.8,1.5,86,genuine,2059.55,978.865,0,23.6846,1.90231,2.75073,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1325120810,576,1760015686,88.3356,88.337711149521,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,62,genuine,3279.08,1055.41,0,18.8691,1.35225,-2.5564,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
173480463,486,1473164598,89.8068,89.991032361829,0,genuine,0,0,0,0,4.6,2.26024,0,5,1.8,1.5,3,genuine,1258.91,1108.87,0,0.0355531,-0.0406806,2.18217,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
358745041,486,1947459998,83.5795,83.585626216699,0,genuine,0,0,0,0,4.6,2.26024,0,5,1.8,1.5,67,genuine,1264.36,1117.41,0,6.68668,-2.80102,2.05366,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1809756407,72,1801888237,59.6543,59.65513583323,0,genuine,0,0,0,0,4.6,1.9971,0.0364514,5,1.8,1.5,84,genuine,1837.63,3037.85,0,35.1396,-0.208788,1.34466,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1805791493,168,695806058,88.9473,88.948824913617,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,120,genuine,3045.91,1253.16,0,0,0,-2.50514,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
25224022,342,645828690,65.532,65.736393578905,0,genuine,0,0,0,0,4.6,1.68414,-8.15086e-4,5,1.8,1.5,16,genuine,1742.27,2532.1,0,0,0,1.60348,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
987137971,486,1323093957,30.0863,30.086413740007,4,genuine,0,0,0,0,4.6,-2.77306,-0.0386162,5,1.8,1.5,44,genuine,1855.39,1494.99,0,12.5353,0.777113,-2.28154,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1752155025,342,1360702299,61.7942,61.794382430823,0,genuine,0,0,0,0,4.6,1.65865,0,5,1.8,1.5,105,genuine,1742.48,2540.7,0,9.02298,-4.5,1.56949,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1542848024,24,39977265,68.1114,68.365864973486,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,42,genuine,3096.26,1208.67,0,17.3075,1.40835,-2.32477,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1164233888,516,1073438852,73.3971,73.39760439888,0,genuine,0,0,0,0,4.6,2.95745,-0.849155,5,1.8,1.5,67,genuine,1914.4,919.861,0,23.4719,-0.174798,2.75946,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1567197525,66,678477802,55.0797,55.079908962421,0,genuine,0,0,0,0,4.6,2.45314,0.602431,5,1.8,1.5,38,genuine,2360.52,3403.63,0,16.1556,2.4823,2.11898,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1990139695,540,823766541,38.9718,38.972010450952,0,genuine,0,0,0,0,4.6,0.046608,0,5,1.8,1.5,107,genuine,1857.71,2400.1,0,18.7454,-0.262231,-3.13172,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
902332981,216,1595243351,79.2414,79.795851185938,0,genuine,0,0,0,0,4.6,0.713411,0,5,1.8,1.5,29,genuine,1224.1,1552.82,0,0,0,2.09385,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2038064901,378,1680486236,42.8891,42.889276429676,0,genuine,0,0,0,0,4.6,0.046608,0,5,1.8,1.5,44,genuine,1740.87,2515.59,0,22.8847,0.0425195,1.65865,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1409466467,564,1818357665,64.0741,64.087729584578,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,100,genuine,3094.69,1210.01,0,6.91206,-0.601853,-1.68544,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
230252342,300,1419942744,50.6323,50.633581409786,0,genuine,0,0,0,0,4.6,2.28493,0.0193296,5,1.8,1.5,122,genuine,1303.02,1180.31,0,20.5674,0.249742,-0.677123,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2030500191,510,285344623,40.6965,40.951127826748,0,genuine,0,0,0,0,4.6,0.31325,0.106315,5,1.8,1.5,0,genuine,1041.64,1632.7,0,29.0886,-1.28293,0.707283,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1422970481,102,1693890783,73.4507,73.450872104541,0,genuine,0,0,0,0,4.6,2.1442,0.137409,5,1.8,1.5,93,genuine,1244.68,1091.63,0,0,0,2.3924,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1148787889,516,2035211437,90.6518,90.652081796244,0,genuine,0,0,0,0,4.6,0.596161,-0.164882,5,1.8,1.5,111,genuine,1625.93,809.95,0,0,0,2.69734,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1851043515,174,174,42.9823,42.982418620265,119,genuine,0,0,0,0,4.6,-2.65614,-0.00429718,5,1.8,1.5,45,genuine,2616.94,3294.51,0,27.1083,0.124396,-2.61396,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2142336722,36,894005735,13.8389,13.839055753092,9,genuine,0,0,0,0,4.6,-2.61802,1.11466e-12,5,1.8,1.5,10,genuine,2977.45,3067.88,0,13.6275,1.64286,-2.65517,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1669516725,36,1611053795,14.6158,14.61600605951,0,genuine,0,0,0,0,4.6,0.554704,-0.015636,5,1.8,1.5,17,genuine,2967.19,3073.31,0,15.1623,1.71976,-2.65605,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
65108876,384,965513143,97.5931,97.593793754988,0,genuine,0,0,0,0,4.6,1.64481,-0.171799,5,1.8,1.5,79,genuine,1747.21,2639.39,0,15.2748,-0.953358,1.93293,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1693245838,78,2060587586,93.0935,93.100679297791,0,genuine,0,0,0,0,4.6,2.01625,0,5,1.8,1.5,34,genuine,1948.23,2977.39,0,31.1887,-0.614087,1.98599,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
168840220,528,847317748,94.3282,94.328660326815,0,genuine,0,0,0,0,4.6,-2.74044,-0.0461739,5,1.8,1.5,20,genuine,3132.4,1170.59,0,25.2275,0.741127,-2.33662,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
570,564,-1,83.3512,83.35191034378,117,genuine,2994.71,1286.78,0,0,0,-2.61116,0,5,1.8,1.5,37,genuine,3007.66,1279.19,0,4.55086e-4,-2.94047e-4,-2.58718,5,1.8,1.5,Genuine,0,0,3
1921316910,150,2088621005,82.6993,82.70097389314,0,genuine,0,0,0,0,4.6,-1.43752,0,5,1.8,1.5,58,genuine,1738.58,2493.92,0,0,0,1.68052,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
374043005,378,1114585859,94.5551,94.559698858239,0,genuine,0,0,0,0,4.6,-1.44844,-0.00187818,5,1.8,1.5,49,genuine,1729.82,2423.14,0,8.70174,1.74564,1.69843,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2698620,228,96535082,40.8776,40.952621056124,0,genuine,0,0,0,0,4.6,-2.68384,-1.63425e-12,5,1.8,1.5,25,genuine,1807.77,2771.35,0,16.1293,2.14549,2.01625,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
591238882,66,1968119831,81.6711,81.671708199924,53,genuine,0,0,0,0,4.6,2.69361,0.0586218,5,1.8,1.5,48,genuine,1907.58,2886.08,0,17.5482,-2.66671,2.03624,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
868820471,168,614628323,52.3663,52.36647136734,0,genuine,0,0,0,0,4.6,-2.8478,-0.0769869,5,1.8,1.5,11,genuine,3217.29,885.588,0,14.8186,1.69265,-0.373814,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
227030870,150,1959698162,51.4212,51.421505141608,20,genuine,0,0,0,0,4.6,1.69315,0,5,1.8,1.5,1,genuine,1741.89,2567.86,0,20.5382,-2.19328,1.54091,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1979839695,336,507997843,27.9434,27.944047676019,0,genuine,0,0,0,0,4.6,1.75042,-0.268412,5,1.8,1.5,23,genuine,1832.85,3044.32,0,19.0017,0.443433,-1.79733,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1949612647,42,194335736,55.5695,55.569704994803,0,genuine,0,0,0,0,4.6,-3.03761,0,5,1.8,1.5,43,genuine,2597.51,2328.25,0,8.93878,2.3268,-2.98131,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1141774270,576,146378356,62.5498,62.550833693575,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,60,genuine,3188.63,877.503,0,9.93517,2.11667,-0.269144,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
277720446,378,840493193,58.6219,58.622203616723,1,genuine,0,0,0,0,4.6,0.0333905,1.81556e-12,5,1.8,1.5,74,genuine,1732.41,2443.87,0,0,0,1.69315,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1721326656,300,1442665347,17.6153,17.615535749471,1,genuine,0,0,0,0,4.6,-2.46226,-5.69702,5,1.8,1.5,48,genuine,1381.63,1119.44,0,20.5849,0.345668,-1.32275,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1542437929,564,1598583257,96.4912,96.491335810846,0,genuine,0,0,0,0,4.6,-2.87878,-0.110792,5,1.8,1.5,40,genuine,2991.57,1288.63,0,6.78977,-2.31624,-2.61116,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
643406442,66,1937431507,50.4772,50.477346932605,36,genuine,0,0,0,0,4.6,2.47278,0.183324,5,1.8,1.5,120,genuine,2393.96,3446.81,0,7.5158,1.30702,2.63196,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1049309217,30,782492274,9.92203,9.922210692352,13,genuine,0,0,0,0,4.6,-1.62997,-9.05942e-13,5,1.8,1.5,99,genuine,3070.43,887.033,0,6.31347,-4.5,-1.57663,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1361004512,510,374796023,91.1312,91.131351960905,0,genuine,0,0,0,0,4.6,0.721583,0.0805866,5,1.8,1.5,118,genuine,1166.27,1527.59,0,1.15267,1.36477,0.704594,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
335562996,216,514136177,41.0165,41.016670204184,0,genuine,0,0,0,0,4.6,0.046608,0,5,1.8,1.5,25,genuine,1690.09,2227.95,0,9.9291,-4.5,2.57761,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1223031024,480,1309535632,56.1404,56.166213995131,0,genuine,0,0,0,0,4.6,-2.61116,-1.55875e-12,5,1.8,1.5,48,genuine,3001.24,1282.96,0,0.0685943,-0.0494892,-2.61116,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2144295478,486,313196132,92.6351,92.831987024525,0,genuine,0,0,0,0,4.6,2.1819,0,5,1.8,1.5,31,genuine,1258.89,1108.84,0,0.00179992,-0.00251936,2.18234,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
404053783,300,201629181,16.2693,16.269438851418,1,genuine,0,0,0,0,4.6,-2.94261,0.931539,5,1.8,1.5,34,genuine,1371.8,1092.48,0,20.5334,-0.498908,-1.10515,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1694900700,510,1125190220,84.3201,84.320701121617,0,genuine,0,0,0,0,4.6,0.704594,0,5,1.8,1.5,50,genuine,1165.88,1527.93,0,0,0,0.704594,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
747018370,432,2049357210,86.578,86.578139909229,0,genuine,0,0,0,0,4.6,2.67658,0.00699017,5,1.8,1.5,97,genuine,1635.87,818.307,0,2.34988,-1.90939,2.76456,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
883473353,510,730146914,50.8558,50.857932451622,0,genuine,0,0,0,0,4.6,-0.31984,0,5,1.8,1.5,99,genuine,1164.1,1529.44,0,2.12485,-0.949151,0.704594,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
517949919,30,1518536266,24.6933,24.693528379187,0,genuine,0,0,0,0,4.6,-1.45728,0,5,1.8,1.5,118,genuine,3232.66,892.732,0,14.1992,-0.12922,-0.466171,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
608535230,168,1287640512,50.4664,50.467838812664,0,genuine,0,0,0,0,4.6,1.84771,0.788491,5,1.8,1.5,120,genuine,3193.58,878.575,0,11.0298,2.0138,-0.21341,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
2018102066,330,648508861,94.6134,94.613515874955,0,genuine,0,0,0,0,4.6,-2.59621,0.131102,5,1.8,1.5,49,genuine,1448.48,893.071,0,28.3467,2.31966,-2.47133,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
881305165,486,1087053018,50.6251,50.625742781432,0,genuine,0,0,0,0,4.6,2.28493,0.0193296,5,1.8,1.5,121,genuine,1640.67,1466.13,0,7.45555,2.05478,2.26034,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1569921901,378,867255615,91.2181,91.226436279204,0,genuine,0,0,0,0,4.6,-1.43752,0,5,1.8,1.5,16,genuine,1732.2,2442.12,0,2.64149,2.02319,1.6933,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
798201028,270,667504610,50.5359,50.58401952036,0,genuine,0,0,0,0,4.6,-2.61116,-1.55875e-12,5,1.8,1.5,121,genuine,2848.83,1279.44,0,0,0,2.74876,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
755050298,228,1622681739,40.5182,40.518364215348,0,genuine,0,0,0,0,4.6,1.93724,-0.0648372,5,1.8,1.5,21,genuine,1810.5,2777.07,0,15.3484,1.65743,2.01625,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1831093569,150,1668569506,51.8121,51.812373967565,0,genuine,0,0,0,0,4.6,2.00377,-7.63833e-13,5,1.8,1.5,5,genuine,1742.12,2559.88,0,19.4671,-4.08923,1.54091,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
20235021,228,2010265108,64.0766,64.078081725894,0,genuine,0,0,0,0,4.6,-1.10796,8.14904e-13,5,1.8,1.5,0,genuine,1736.92,2480.26,0,0,0,1.69476,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
254061445,72,1468065079,81.153,81.155959611409,0,genuine,0,0,0,0,4.6,1.56949,-4.61853e-13,5,1.8,1.5,43,genuine,1742.25,2555.66,0,1.02333,-0.807152,1.54091,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1892233673,486,1320195204,48.9168,48.917050360104,0,genuine,0,0,0,0,4.6,1.98002,0.0173213,5,1.8,1.5,104,genuine,1647.99,1477.76,0,11.5763,-4.5,2.1183,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1367094422,210,1389441776,30.6153,30.615420255449,102,genuine,0,0,0,0,4.6,0.046608,0,5,1.8,1.5,49,genuine,1986.43,2394.59,0,18.8094,0.512001,-3.03438,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
495525147,378,1839993522,89.7057,89.852167362513,0,genuine,0,0,0,0,4.6,1.69315,0,5,1.8,1.5,2,genuine,1732.41,2443.87,0,0,0,1.69315,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
48271252,300,1302442759,42.6596,42.659915057485,0,genuine,0,0,0,0,4.6,-2.41503,0,5,1.8,1.5,42,genuine,1233.47,1092,0,6.31225,2.17141,-0.751814,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
24,576,-1,86.4709,86.471033924267,95,genuine,3014.01,1275.21,0,4.6365e-4,-2.63673e-4,-2.57242,-5.01821e-13,5,1.8,1.5,43,genuine,3306.61,1037.17,0,15.5796,1.70074,-2.5564,5,1.8,1.5,Genuine,0,0,3
783402922,480,1072733402,71.8033,72.339337132609,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,82,genuine,3001.18,1282.99,0,0,0,-2.61116,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1136310737,510,898227849,43.4024,43.402720689817,0,genuine,0,0,0,0,4.6,0.704594,0,5,1.8,1.5,24,genuine,1095.66,1587.25,0,25.162,-4.10157,0.697047,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
666668487,78,1701541864,70.2086,70.209105845723,0,genuine,0,0,0,0,4.6,0.958313,-0.133062,5,1.8,1.5,61,genuine,2373.29,3424.36,0,13.6006,1.99955,2.1386,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1664429236,282,896937635,98.9298,98.932207891677,0,genuine,0,0,0,0,4.6,-3.03904,0,5,1.8,1.5,92,genuine,2384.64,2358.34,0,17.5885,1.66012,-3.03031,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
596937831,486,1830007361,49.9417,49.941825770822,0,genuine,0,0,0,0,4.6,2.27496,0.014667,5,1.8,1.5,114,genuine,1643.68,1469.73,0,7.11007,-4.5,2.06098,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1479498280,564,1731098646,73.1488,73.332498435619,0,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,65,genuine,3013.7,1275.42,0,5.03143,-1.6488,-2.57242,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
1096543198,480,2122414787,50.9193,50.92013211925,0,genuine,0,0,0,0,4.6,2.64394,1.76741,5,1.8,1.5,124,genuine,3007.63,1279.21,0,5.15371,-2.09272,-2.58745,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
61840094,24,749268837,74.5275,74.740844712382,8,genuine,0,0,0,0,4.6,-2.61116,0,5,1.8,1.5,106,genuine,3025.43,1267.62,0,6.97003,-2.65122,-2.53851,5,1.8,1.5,FakeEEBLStopPositionUpdateAfterAttack,0,0,3
